id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
d8aa5c6d-007e-4bb4-9cbe-8229af2b6cbf,Mary is a high school student.,Robert is Mary's brother.,A Devoted Sister,Mary was a high school student who got great grades in all her classes.,Her brother Robert was a poor student who didn't seem to care about his grades at all.,"As the school term neared it's conclusion, Robert was in danger of being left back unless he did very well on his final exams.",Robert asked his sister for help and Mary showed what a loyal sister she was.,She hardly studied at all for her own exams and helped Robert who passed all his courses.
d9dd6d36-3ae6-4347-be57-91ed5f3db5ac,Mary is a high school student.,Robert is Mary's brother.,Almost Time for College,"Mary and her brother Robert were twins, and they were very competitive and fought constantly.",Both of them did exceptionally well all through school and it was always a battle to see who would get the best grades.,Now it was their last year of high school and they would be going off to different colleges in the fall.,Mary was surprised to find how sad she became as she thought about them being separated.,She wondered if Robert felt the same.
6a13d033-ab5b-4329-8af8-02858e68e98b,Mary is a high school student.,Robert is Mary's brother.,Brother- my savior,Mary was a brilliant high school student who was good in debates.,There was a national level debate competition where Mary wanted to go.,"As entry fees for competition was high, Mary let it go.","Robert, Mary's elder brother when know this filled the fees for her.",Mary won the competition and gave the credit to her brother.
712fc645-fd7a-460e-b61f-48f7215eb570,Mary is a high school student.,Robert is Mary's classmate.,Getting Caught Up,Mary was out sick from school for a week.,She was very nervous about missing so much important material in her high school classes.,"Fortunately one of her classmates, Robert, was in every one of the same classes as she was.","When she got back, he offered to share his notes and help her get caught up.","Within a few days, it was like she had never been out sick at all."
905f6d12-3764-4e83-8040-82668f92d7ee,Mary is a high school student.,Robert is Mary's classmate.,The person next door.,Robert and Mary are seniors and have been in school together since kindergarten.,Mary found Robert to be nice but Robert always a crush on Mary.,Mary never looked at Robert like that but Robert protected her when that group of High School students was harassing her.,Mary is seeing Robert in a different way.,Maybe what she wanted was right there all along.
1f0d74a8-501c-4b65-9d17-76d9d27be95f,Mary is a high school student.,Robert is Mary's classmate.,A friend in need indeed,Mary and Robert went to the same high school.,They also lived in the same neighbourhood.,They ended up being good friends.,Mary was good in studies and scored good grades.,"When Robert's grades degraded, Mary offered to help him"
1cb485ee-cdc1-4732-8823-1d78ad396c71,Mary is a high school student.,Robert is Mary's classmate.,An Interesting Friendship,Mary and Robert were both students at Hoover High School in Nevada.,"They became good friends and proved the old saying that ""opposites attract.""","Mary was excellent at English and social studies, while Robert was superb at science and math.","One day they were both shocked to find out that Robert got a better grade than Mary on  an English test, while Mary had done better in a math test.","They both laughed at this unusual occurrence and Mary said, ""well, I guess our talents are rubbing off on each other."""
aabd5d60-1ebc-4036-8d26-d19765e114aa,Mary is a high school student.,Robert is Mary's rival.,The rank race,Mary was excellent in studies.,She was freshman in high school.,She strived to rank the first in her class.,She was highly ambitious and wanted perfect score for college applications.,"Robert , a classmate was her only prominent competition."
2148762d-c305-446b-9ad6-b48043820e3f,Mary is a high school student.,Robert is Mary's rival.,Deceitful Mary,Mary wants to be valedictorian.,Robert is the only person in her class that can compete with her.,Robert asked Mary for help on a science project.,"Mary offered to help, but did not have any intentions of actually helping him.",Robert failed the project and Mary won valedictorian.
b5268508-0faa-4c44-bdc5-4f1536561f75,Mary is a high school student.,Robert is Mary's rival.,Academic Competition,"Every year at the end-of-year school assembly, the top student in every grade received an award.","In freshman and junior year, Robert won the award.","In sophomore year, it was Mary.",Now it was senior year and Mary was hoping she bested her rival.,She was extremely disappointed when Robert's name was called once again.
18e559eb-acd6-4ae7-96d9-4264aeacc3d3,Mary is a high school student.,Robert is Mary's rival.,A Rival's Good Deed,Mary and Robert were the smartest students at Ford High School in Chicago.,"Although they respected each other, both always wanted to do better than the other.",They were both in the same science class and they made a  bet that the one who did better on the mid-term exam would treat the other to lunch.,On the day of the exam Robert was  sick which accounted for his  low grade.,"Mary, who's grade was  better, told Robert that she'd forget the bet since Robert was ill."
75a96299-8768-44e4-bb71-57551fb4960e,Mary is a high school student.,Dorothy is Mary's rival.,Cheerleading tales,Mary was very popular in high school.,She was a part of the cheerleading squad.,Her life was almost perfect.,"The only glitch was Dorothy, a fellow cheerleader.",They were rivals and the main contenders for the post of head cheerleader.
d22aebe6-2e11-4fa5-bb32-53a51a010450,Mary is a high school student.,Dorothy is Mary's rival.,The rivalry that got too bitter.,Dorothy and Mary are in the same group of friends.,Frenemies is a better term for them when you look closer into their group.,They are always fighting for dominance in the popular group of girls at the school.,It escalates over a few months and the rest of the group gets tired of them both.,Now Mary and Dorothy have no friends but still don't care for each other.
d966412f-966e-49cb-8210-2922ed2427a4,Mary is a high school student.,Linda is a close friend of Mary.,High School Nerves,Mary was nervous her first day of high school.,It was going to be so much different than middle school; everyone was so much more grown up.,Some of the boys even had beards!,The only thing that made her feel better was that her very good friend Linda had a few of the same classes as she did.,At least she was guaranteed one friendly face!
05c31f11-1b5c-46bd-8283-a51066008432,Mary is a high school student.,Linda is a close friend of Mary.,friendship prevails,Mary and Linda were together in high school.,They had been friends since kindergarten.,Their friendship only grew with time.,"When Mary broke up with her boyfriend, it was Linda who stayed by her side.",Mary considered herself lucky to have such a good friend.
33dc8b84-abc2-41f6-bf78-1f364e0b91a0,Mary is a high school student.,Linda is a close friend of Mary.,Friends should never fight.,Mary and Linda have been good friends since elementary school.,They have sleep overs and have study groups.,"However, since Mary got her licence she has been ignoring Linda.",Linda is always asking her for rides places and Mary feels Linda is just using her.,Mary told Linda who she feels and the girls made up and are now friends again.
334b24e6-fab1-489f-ac97-d5cbcb3d7b32,Mary is a high school student.,Linda is a close friend of Mary.,My Lost Love,Mary and Linda are close friends who attend the same High School.,"One day while studying, they kiss and realize they have feelings for one another.","Linda is a very Conservative Christian, so she hides the relationship.",Linda's mother catches Mary and Linda kissing and sends Linda away to boarding school.,"Linda returns home years later to find out that the love her her life, Mary,  has passed away."
